CNPJ;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;NOME DA CIDADE NO EXTERIOR;PAIS;DATA DE INÍCIO ATIVIDADE;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICÍPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;DDD DO FAX;FAX;CORREIO ELETRÔNICO;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;DESCRIÇÃO;CÓD.SETOR;NOME SETOR
19788982000156;1;BTFIT;02;20140225;00;"";"";20140225;9313100;6203100,7490104,9319101,9319199;RUA;DA GLORIA;00290;      SAL 1001 SAL 1002;GLORIA;20241180;RJ;6001;21;24545245;"";"";"";"";CNPJ@BODYTECH.COM.BR;"";"";Atividades de condicionamento físico;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
19789144000105;1;"";02;20140225;00;"";"";20140225;8599604;5812302,5813100,7020400,8211300;AVENIDA;AMARAL PEIXOTO;91;SALA  803;CENTRO;27253220;RJ;5925;24;33457716;"";"";"";"";"";"";"";Treinamento em desenvolvimento profissional e gerencial;85;EDUCAÇÃO
19789226000141;1;"";02;20140225;00;"";"";20140225;4789001;4781400;RUA;SIMAO DA CUNHA GAGO;121;APT 101;ATERRADO;27213170;RJ;5925;24;81426159;"";"";"";"";GEISELLEGMACHADO@HOTMAIL.COM;"";"";Comércio varejista de suvenires;;
19789454000111;1;"";02;20230822;00;"";"";20140221;4120400;4399103,4321500,4322301,4399199;RUA;BAUHINEAS DA PENINSULA;150;      APTO 1607;BARRA DA TIJUCA;22776090;RJ;6001;21;24328184;"";"";"";"";"";"";"";Construção de edifícios;41;CONSTRUÇÃO DE EDIFÍCIOS
19790224000172;1;"";02;20140225;00;"";"";20140225;6399200;9001999;RUA;DAS LARANJEIRAS;457;BLOCO A                   APT   2004;LARANJEIRAS;22240005;RJ;6001;21;32994000;"";"";"";"";"";"";"";Outras atividades de prestação de serviços de informação não especificadas anteriormente;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
09260101000176;1;"";02;20071127;00;"";"";20071127;4761003;4755502,4763601;RUA;NAZARIO PEREIRA GOMES;267;ANEXO 271;FUNDAO;28060202;RJ;5819;22;98726828;"";"";"";"";MARCELAPAPELARIA@GMAIL.COM;"";"";Comércio varejista de artigos de papelaria;47;COMÉRCIO VAREJISTA
19790701000108;1;"";02;20140205;00;"";"";20140205;6810202;6463800,6810201;RUA;HUMAITA;00249;      APT 902;HUMAITA;22261005;RJ;6001;21;22535422;"";"";21;25481837;CANOVACONTABIL@CANOVACONTABIL.COM.BR;"";"";Aluguel de imóveis próprios;68;ATIVIDADES IMOBILIÁRIAS
19791253000159;1;"";02;20140225;00;"";"";20140225;4712100;"";RUA;LEONINO DUTRA;262;LOTE 10;VARGINHA;28616260;RJ;5867;22;25294367;"";"";"";"";"";"";"";Comércio varejista de mercadorias em geral;;
12071603000163;1;"";02;20100611;00;"";"";20100611;4759801;3101200,4329105,4330405;RUA;HONORIO;731;APT 202;CACHAMBI;20771421;RJ;6001;21;41071125;"";"";"";"";ALI.NET.NICK@GMAIL.COM;"";"";Comércio varejista de artigos de tapeçaria;;
19792956000100;1;"";02;20140226;00;"";"";20140226;4520001;"";RUA;MAURICIO VIANA C. FILHO;39;CASA;PARQUE SANTA MARIA;28021300;RJ;5819;22;96094514;"";"";"";"";lcomecanica@gmail.com;"";"";Serviços de manutenção e reparação mecânica de veículos automotores;45;COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
19793792000127;1;"";02;20140226;00;"";"";20140226;4923001;"";RUA;HENRY FORD;123;APT 302;TIJUCA;20520150;RJ;6001;21;76377675;"";"";"";"";thcborges@gmail.com;"";"";Serviço de táxi;49;TRANSPORTE TERRESTRE
19794920000157;1;PAULO LEITE ASSESSORIA CONTABIL;02;20140226;00;"";"";20140226;6920601;"";AVENIDA;MANOEL JOAQUIM TEIXEIRA VOGAS;103;      FRENTE;VALAO DO BARRO;28555000;RJ;5905;22;25561191;22;25561317;22;25561317;pauloleitecontador@hotmail.com;"";"";Atividades de contabilidade;69;ATIVIDADES JURÍDICAS
19795017000100;1;"";02;20140226;00;"";"";20140226;8230001;9329899,8592999,9001901,7420001,9602502,8592902,5912001;PRACA;GUADALAJARA;200;"APT 708;BLOCO 02";FONSECA;24130130;RJ;5865;21;26179488;"";"";"";"";tozosampaio@gmail.com;"";"";Serviços de organização de feiras;;
19795497000100;1;"";02;20140226;00;"";"";20140226;6399200;"";RUA;AGATHA CHRISTIE;260;CASA PRAIA DA BRISA;GUARATIBA;23028160;RJ;6001;21;33171177;"";"";"";"";LANNASAENEN@GMAIL.COM;"";"";Outras atividades de prestação de serviços de informação não especificadas anteriormente;63;ATIVIDADES DE PRESTAÇÃO DE SERVIÇOS DE INFORMAÇÃO
19796057000177;1;"";02;20140226;00;"";"";20140226;2539001;"";RUA;VIGA;224;CASA 1;DA VIGA;26013440;RJ;5869;21;76663740;"";"";"";"";LFERNANDOCONTADOR@GMAIL.COM;"";"";- Serviços de usinagem;;
19796057000177;1;"";02;20140226;00;"";"";20140226;2539001;"";RUA;VIGA;224;CASA 1;DA VIGA;26013440;RJ;5869;21;76663740;"";"";"";"";LFERNANDOCONTADOR@GMAIL.COM;"";"";Serviços de usinagem;;
18286219000245;2;MERCADO DOS MOVEIS;02;20140226;00;"";"";20140226;4754701;4753900,4751201;RUA;ATALICIO SCHAUSTZ;128;      LOTE 11;JARDIM CALIFORNIA;28633740;RJ;5867;22;25222579;"";"";"";"";"";"";"";Comércio varejista de móveis;47;COMÉRCIO VAREJISTA
19796716000175;1;"";02;20250724;00;"";"";20140226;4399103;4321500;RUA;GALILEU;241;LOTE  490;RIO DO OURO;24753310;RJ;5897;21;27187598;21;97731496;21;27187598;m.m.p.contabil@gmail.com;"";"";Obras de alvenaria;43;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
19796935000154;1;"";02;20201209;00;"";"";20131010;9491000;"";RUA;MORRO AZUL;S/N;LOTE  18                  QUADRAB;JARDIM SUMARE;25580720;RJ;5901;21;26992904;21;91034257;21;26992904;mcrevisan@gmail.com;"";"";Atividades de organizações religiosas ou filosóficas;94;ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
19797121000134;1;"";02;20140226;00;"";"";20140226;9602502;"";ESTRADA;UNIAO E INDUSTRIA;12294;LETRA A;ITAIPAVA;25730736;RJ;5877;24;22211070;"";"";"";"";"";"";"";Atividades de estética e outros serviços de cuidados com a beleza;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
19798478000137;1;ENGEPROL ENGENHARIA;02;20140226;00;"";"";20140226;4299599;4120400,8211300;RUA;AUREA PINHEIRO;133;SALA  212/PARTE;CENTRO;26900000;RJ;5857;24;24841131;"";"";"";"";MMARTINSMP@HOTMAIL.COM;"";"";Outras obras de engenharia civil não especificadas anteriormente;42;OBRAS DE INFRA-ESTRUTURA
19799903000102;1;"";02;20140226;00;"";"";20140226;7420001;7420004,5912099;LARGO;DOS LEOES;8;APT 805;HUMAITA;22260210;RJ;6001;21;99070803;"";"";"";"";leonardo.neri@gmail.com;"";"";Atividades de produção de fotografias;;
19800415000178;1;"";02;20140226;00;"";"";20140226;9001902;4762800,8592903;AVENIDA;NOSSA SENHORA DE COPACABANA;178;APT 601;COPACABANA;22020001;RJ;6001;21;22103246;"";"";"";"";brunolara05@gmail.com;"";"";Produção musical;90;ATIVIDADES ARTÍSTICAS
19801227000164;1;"";02;20140226;00;"";"";20140226;4930201;4923001;AVENIDA;DOM HELDER CAMARA;01501;APT 207;JACAREZINHO;20973055;RJ;6001;21;26975894;"";"";"";"";FLAVIONUNESAZEVEDO@GMAIL.COM;"";"";Transporte rodoviário de carga;;
19801284000143;1;"";02;20230330;00;"";"";20140226;4321500;9521500,4330404,4322302,4330403,4322301,4399103;RUA;TAVARES BASTOS;71;APT 202;CATETE;22221030;RJ;6001;21;97047528;"";"";"";"";ricardorico19@hotmail.com;"";"";Instalação e manutenção elétrica;43;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
19802830000160;1;MERCEARIA SAO SEBASTIAO;02;20140226;00;"";"";20140226;4712100;"";RUA;MAIA LACERDA;336;LOJA  C;ESTACIO;20250000;RJ;6001;21;22732838;21;35297598;21;25782730;acjcontabilidade@uol.com.br;"";"";Comércio varejista de mercadorias em geral;;
19803781000180;1;LAVANDERIA 2 IRMAOS;02;20140227;00;"";"";20140227;9601701;9601703;AVENIDA;CONDE MAURICIO DE NASSAU;140;LOJA 1;VEROLME;23914460;RJ;5801;24;33610820;"";"";"";"";"";"";"";Lavanderias;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
19803866000169;1;"";02;20140227;00;"";"";20140227;5912099;7420001,7420004;RUA;QUEIROS JUNIOR;95;APT 1106;JACAREPAGUA;22775170;RJ;6001;21;78549781;"";"";"";"";contato@leandrolamenza.com;"";"";Atividades de pós-produção cinematográfica;;
19108295000142;1;"";02;20131021;00;"";"";20131021;3822000;3821100;RODOVIA;WASHINGTON LUIZ;6360;LOTE  6                         6390                LOTE  7;JARDIM GRAMACHO;25065007;RJ;5833;21;39746150;"";"";"";"";ASSESSORIA.JURIDICA@HAZTEC.COM.BR;"";"";Tratamento e disposição de resíduos perigosos;38;COLETA
19804175000180;1;ORTHOS;02;20140226;00;"";"";20140226;8610102;8630502,8630501,8630503;RUA;JOSE PINTO PINHEIRO;127;"SALA: 3;";CENTRO;28640000;RJ;5823;22;25370168;22;25370064;22;25370064;"";"";"";Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
19804662000142;1;SET ARTS PRODUCOES;02;20140207;00;"";"";20140207;9001999;8599604;AVENIDA;VICE PRESIDENTE JOSE ALENCAR;1400;      BLOCO 2 APTO 1205;JACAREPAGUA;22775033;RJ;6001;21;39861572;"";"";"";"";THAISMELCHIOR@GLOBO.COM;"";"";- Artes cênicas;;
19804662000142;1;SET ARTS PRODUCOES;02;20140207;00;"";"";20140207;9001999;8599604;AVENIDA;VICE PRESIDENTE JOSE ALENCAR;1400;      BLOCO 2 APTO 1205;JACAREPAGUA;22775033;RJ;6001;21;39861572;"";"";"";"";THAISMELCHIOR@GLOBO.COM;"";"";Artes cênicas;;
19805148000121;1;"";02;20210413;00;"";"";20140227;9001999;5812301,5911102,5911199,5912099,5920100,7420001,7420004,8211300,8230001,8592903,9001901,9001906;RUA;THEODOR HERZL;00090;      APT 101;BOTAFOGO;22260030;RJ;6001;21;22463144;"";"";"";"";ZFERNANDAROMEROZ@GMAIL.COM;"";"";- Artes cênicas;;
19805148000121;1;"";02;20210413;00;"";"";20140227;9001999;5812301,5911102,5911199,5912099,5920100,7420001,7420004,8211300,8230001,8592903,9001901,9001906;RUA;THEODOR HERZL;00090;      APT 101;BOTAFOGO;22260030;RJ;6001;21;22463144;"";"";"";"";ZFERNANDAROMEROZ@GMAIL.COM;"";"";Artes cênicas;;
19805398000161;1;"";02;20140227;00;"";"";20140227;4781400;4755503,4755502,4782201,4772500,4751201;RUA;BENJAMIM MIGUES;125;CASA 1;CONSERVATORIA;27600000;RJ;5921;24;24381589;"";"";"";"";j.octavio7@hotmail.com;"";"";Comércio varejista de artigos do vestuário e acessórios;47;COMÉRCIO VAREJISTA
19805435000131;1;"";02;20140227;00;"";"";20140227;7319002;"";RUA;LUIS SOBRAL;1006;LOJA B;METROPOLE;26013736;RJ;5869;21;78710757;"";"";"";"";VANESSA.SILVA.RJ@UOL.COM.BR;"";"";Promoção de vendas;73;PUBLICIDADE E PESQUISA DE MERCADO
14781303000284;2;NAVEMESTRA;02;20140207;00;"";"";20140207;5030101;5231102,3317101,5030102,6462000;RUA;MANUEL DUARTE;2.575;      PARTE;GRADIM;24430500;RJ;5897;21;38569021;21;38569022;21;37158868;fiscal@bravante.com.br;"";"";Navegação de apoio marítimo;50;TRANSPORTE AQUAVIÁRIO
19807096000122;1;"";02;20140227;00;"";"";20140227;9602501;"";RUA;PROFESSOR JOSE FERNANDO TOSTES VILLELA LEANDRO;1146;CASA A;VILA JULIETA;27511970;RJ;5883;24;99856864;"";"";"";"";"";"";"";Cabeleireiros;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
19807096000122;1;"";02;20140227;00;"";"";20140227;9602501;"";RUA;PROFESSOR JOSE FERNANDO TOSTES VILLELA LEANDRO;1146;CASA A;VILA JULIETA;27511970;RJ;5883;24;99856864;"";"";"";"";"";"";"";Cabeleireiros;;
19807707000132;1;"";02;20140227;00;"";"";20140227;8211300;8219999;AVENIDA;MARECHAL FLORIANO;199;SALA 603;CENTRO;20080005;RJ;6001;21;91652653;"";"";"";"";GLPACHECO50@GMAIL.COM;"";"";Serviços combinados de escritório e apoio administrativo;82;SERVIÇOS DE ESCRITÓRIO
09566418000135;1;"";02;20080508;00;"";"";20080508;6810201;6822600,4110700,6463800;AVENIDA;AFRANIO DE MELO FRANCO;290;      SALA 101-A;LEBLON;22430060;RJ;6001;21;25550925;"";"";"";"";"";"";"";Compra e venda de imóveis próprios;68;ATIVIDADES IMOBILIÁRIAS
