CNPJ;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;NOME DA CIDADE NO EXTERIOR;PAIS;DATA DE INÍCIO ATIVIDADE;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICÍPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;DDD DO FAX;FAX;CORREIO ELETRÔNICO;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;DESCRIÇÃO;CÓD.SETOR;NOME SETOR
54769918000129;1;"";02;20240417;00;"";"";20240417;9001902;9001906,7729202,7739003,8230001;10A RUA;RUA PROJETADA 0;S/N;CASA;ATAFONA;28200000;RJ;5899;22;97462081;"";"";"";"";MARIACLARABRITO077@GMAIL.COM;"";"";Produção musical;90;ATIVIDADES ARTÍSTICAS
54769929000109;1;"";02;20240417;00;"";"";20240417;8599699;7420001;RUA;ARAGUAIA;1266;"BLOCO 3;APT 406";FREGUESIA (JACAREPAGUA);22745271;RJ;6001;21;89214535;"";"";"";"";MILENAANDRE2003@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
54769929000109;1;"";02;20240417;00;"";"";20240417;8599699;7420001;RUA;ARAGUAIA;1266;"BLOCO 3;APT 406";FREGUESIA (JACAREPAGUA);22745271;RJ;6001;21;89214535;"";"";"";"";MILENAANDRE2003@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
44147859000101;1;PV TRASNPORTES E TURISMO;02;20240906;00;"";"";20211107;4929902;4924800,4929901;ESTRADA;DE JACAREPAGUA;3575;SALA 107;ANIL;22753034;RJ;6001;21;33588564;"";"";"";"";PVTRANP@GMAIL.COM;"";"";Transporte rodoviário coletivo de passageiros;;
54770697000109;1;"";02;20240417;00;"";"";20240417;4712100;4723700,5620101,4729699,5612100;PRAIA;BOTAFOGO;406;APT 319;BOTAFOGO;22250040;RJ;6001;21;89712349;"";"";"";"";ANGELO36540@GMAIL.COM;"";"";Comércio varejista de mercadorias em geral;;
53475103000174;1;"";02;20240112;00;"";"";20240112;6470101;"";AVENIDA;REPUBLICA DO CHILE;330;      TORRE OESTE 14            ANDAR;CENTRO;20031170;RJ;6001;21;32192500;"";"";21;39744502;"";"";"";Fundos de investimento;;
04055170000205;2;"";02;20240417;00;"";"";20240417;4120400;4313400,4330499,4399103;RUA;ALEGRETE;134;      LT 130;SAO ROQUE;26313120;RJ;2911;21;75226188;"";"";"";"";V8ENGENHARIA@HOTMAIL.COM;"";"";Construção de edifícios;41;CONSTRUÇÃO DE EDIFÍCIOS
54771125000144;1;"";02;20240417;00;"";"";20240417;9602501;"";RUA;JEQUITIBA ROSA;740;CONJ;JARDIM DA POSSE;26021240;RJ;5869;21;69163800;"";"";"";"";DANYELEUNHAS131@GMAIL.COM;"";"";Cabeleireiros;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
54771125000144;1;"";02;20240417;00;"";"";20240417;9602501;"";RUA;JEQUITIBA ROSA;740;CONJ;JARDIM DA POSSE;26021240;RJ;5869;21;69163800;"";"";"";"";DANYELEUNHAS131@GMAIL.COM;"";"";Cabeleireiros;;
54771138000113;1;ROTA DO ESPETO;02;20240417;00;"";"";20240417;5611203;5611204;RUA;ESTANCIA;00057;      LOJ A;PADRE MIGUEL;21715440;RJ;6001;21;33312583;"";"";"";"";MARCOSRIOTEC@BOL.COM.BR;"";"";Lanchonetes;;
54771181000189;1;"";02;20240417;00;"";"";20240417;4789001;4782201;RUA;RETIRO DOS ARTISTAS;855;APT 503;PECHINCHA;22770102;RJ;6001;21;21358807;"";"";"";"";ROSE.CARD@HOTMAIL.COM;"";"";Comércio varejista de suvenires;;
54771388000153;1;VALENTE SOLUCOES;02;20240417;00;"";"";20240417;7120100;4321500,8211300,8219999,8599604;ILHA;DO FUNDAO;00;      RUA DAS CAMELIAS 46       SOBRADO B;CIDADE UNIVERSITARIA;21941797;RJ;6001;21;22901699;"";"";"";"";CONTATO@RSBARRA.COM.BR;"";"";Testes e análises técnicas;71;"SERVIÇOS DE ARQUITETURA E ENGENHARIA; TESTES E ANÁLISES TÉCNICAS"
54772265000137;1;EQUIPILATES COMERCIO DE EQUIPAMENTOS;02;20240417;00;"";"";20240417;3250702;3101200,3102100,3250703,4649499,4664800,4763602,4773300;AVENIDA;DOUTOR SEBASTIAO MOREIRA NETO;235;GALPAOB;NOVA RESENDE;27521752;RJ;5883;24;33551522;24;21098601;24;21098601;RECON@TERRA.COM.BR;"";"";Fabricação de mobiliário para uso médico;;
54772395000170;1;PATRICIA DUARTE PSICOLOGIA;02;20240417;00;"";"";20240417;8650003;"";RUA;ARTUR BERNARDES;00014;      APT 203;CATETE;22220070;RJ;6001;21;25560959;"";"";"";"";EDSONGUIMARAES@UOL.COM.BR;"";"";Atividades de psicologia e psicanálise;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
54772747000197;1;"";02;20240417;00;"";"";20240417;7319002;"";RUA;PIRAI;11;SALA 04;MARECHAL HERMES;21555530;RJ;6001;21;64397396;"";"";"";"";THAYANEOLIVEIRADASILVA@YAHOO.COM.BR;"";"";Promoção de vendas;73;PUBLICIDADE E PESQUISA DE MERCADO
54772872000105;1;"";02;20240417;00;"";"";20240417;8129000;9609299;RUA;DOUTOR LUIZ PALMIER;280;BLOCO 3;BARRETO;24110310;RJ;5865;21;91136779;"";"";"";"";DANYELAZEVEEEDO@GMAIL.COM;"";"";Atividades de limpeza não especificadas anteriormente;81;SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
54772906000153;1;"";02;20240417;00;"";"";20240417;5320201;5320202,5229099,4923001,4930201;ESTRADA;JOAO DE ABREU;475;"BLOCO 10;APT 501";MONJOLOS;24723190;RJ;5897;21;69871739;"";"";"";"";PABLO.PSLL2010@GMAIL.COM;"";"";Serviços de malote não realizados pelo Correio Nacional;53;CORREIO E OUTRAS ATIVIDADES DE ENTREGA
54773117000137;1;"";02;20240417;00;"";"";20240417;5229099;"";RUA;PIEMONTE;225;CASA 1;PEDRA DE GUARATIBA;23027100;RJ;6001;21;64061742;"";"";"";"";FLUZAODJ@BOL.COM.BR;"";"";Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;52;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
54773117000137;1;"";02;20240417;00;"";"";20240417;5229099;"";RUA;PIEMONTE;225;CASA 1;PEDRA DE GUARATIBA;23027100;RJ;6001;21;64061742;"";"";"";"";FLUZAODJ@BOL.COM.BR;"";"";Outras atividades auxiliares dos transportes terrestres não especificadas anteriormente;52;ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
54773249000169;1;ESPACO BLANCO PSICOLOGIA;02;20240417;00;"";"";20240417;8650003;"";AVENIDA;GEREMARIO DANTAS;00800;      SAL 0743;PECHINCHA;22743010;RJ;6001;41;97880145;"";"";"";"";MEUCNPJ@CONTABILIZEI.COM.BR;"";"";Atividades de psicologia e psicanálise;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
54773699000151;1;"";02;20240417;00;"";"";20240417;5611203;4712100;10A RUA;AFONSO CASEIRO DE CASTRO;14;EDIF;BARRA DE SAO JOAO;28880000;RJ;5825;21;24412895;"";"";"";"";GABRIELMORAES360@HOTMAIL.COM;"";"";Lanchonetes;;
54773986000161;1;"";02;20240417;00;"";"";20240417;8599699;"";RUA;BANDEIRA DE GOUVEIA;223;APT 102;RIACHUELO;20960160;RJ;6001;21;98919553;"";"";"";"";SANDRODAVI19742012@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
54773986000161;1;"";02;20240417;00;"";"";20240417;8599699;"";RUA;BANDEIRA DE GOUVEIA;223;APT 102;RIACHUELO;20960160;RJ;6001;21;98919553;"";"";"";"";SANDRODAVI19742012@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
54774569000133;1;"";02;20240417;00;"";"";20240417;8219999;"";RUA;7;63;LOTE MORADA DA JACUBA;JACUBA;28800000;RJ;5885;21;71312916;"";"";"";"";FRANCOFABIA77@GMAIL.COM;"";"";Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;82;SERVIÇOS DE ESCRITÓRIO
54774569000133;1;"";02;20240417;00;"";"";20240417;8219999;"";RUA;7;63;LOTE MORADA DA JACUBA;JACUBA;28800000;RJ;5885;21;71312916;"";"";"";"";FRANCOFABIA77@GMAIL.COM;"";"";Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente;82;SERVIÇOS DE ESCRITÓRIO
54774647000108;1;"";02;20240417;00;"";"";20240417;8599604;"";AVENIDA;ADOLPHO DE VASCONCELOS;497;APT 411;BARRA DA TIJUCA;22793380;RJ;6001;21;98122802;"";"";"";"";ANACAROLINA.LOPESFARIAS84@GMAIL.COM;"";"";Treinamento em desenvolvimento profissional e gerencial;85;EDUCAÇÃO
54774890000118;1;UNION BUSINESS;02;20240417;00;"";"";20240417;6462000;"";RUA;LOPO SARAIVA;00179;      BLC 002 SAL 0539;TANQUE;22740220;RJ;6001;21;37345666;"";"";"";"";ARIANE.SANTOS@PRIMUSENGENHARIABRASIL.COM.BR;"";"";Holdings de instituições não-financeiras;64;ATIVIDADES DE SERVIÇOS FINANCEIROS
54774890000118;1;UNION BUSINESS;02;20240417;00;"";"";20240417;6462000;"";RUA;LOPO SARAIVA;00179;      BLC 002 SAL 0539;TANQUE;22740220;RJ;6001;21;37345666;"";"";"";"";ARIANE.SANTOS@PRIMUSENGENHARIABRASIL.COM.BR;"";"";Holdings de instituições não financeiras;64;ATIVIDADES DE SERVIÇOS FINANCEIROS
54775940000181;1;THILAIS SERVICOS;02;20240417;00;"";"";20240417;7420002;"";RUA;CARIME MUSSI BARCELOS;205;APT   201;SAO MARCOS;27930650;RJ;5847;22;99617822;"";"";"";"";THILAISSERVICOS@GMAIL.COM;"";"";Atividades de produção de fotografias aéreas e submarinas;74;OUTRAS ATIVIDADES PROFISSIONAIS
54777373000100;1;"";02;20240417;00;"";"";20240417;4723700;"";RUA;ORLANDO BRAGANCA;27;LOJA;UNAMAR (TAMOIOS);28928524;RJ;5813;22;97853557;"";"";"";"";AILTONSILVAJR96@GMAIL.COM;"";"";Comércio varejista de bebidas;47;COMÉRCIO VAREJISTA
54777676000115;1;"";02;20240417;00;"";"";20240417;5620104;"";RUA;ERNESTO;66;CASA 2 PISO;VILA PIABETA (VILA INHOMIRIM);25937154;RJ;5849;21;93651319;"";"";"";"";ROCHAMARCIA507@GMAIL.COM;"";"";Fornecimento de alimentos preparados preponderantemente para consumo domiciliar;56;ALIMENTAÇÃO
54777744000146;1;"";02;20240417;00;"";"";20240417;4789004;9609208,1749400;10A RUA;DR. DERLY ELLENA;280;LOJA 01;PATITIBA;23970000;RJ;5875;24;92237564;"";"";"";"";DOLIXOAARTE@YAHOO.COM.BR;"";"";Comércio varejista de animais vivos e de artigos e alimentos para animais de estimação;47;COMÉRCIO VAREJISTA
54777948000187;1;"";02;20240417;00;"";"";20240417;5611204;4723700,5611203;RUA;OTACILIO FRANCESCONI PORTO;0;QUIOSQ PRACA DOS NAVEGANTES;SENADOR CAMARA;21832090;RJ;6001;21;22222222;"";"";"";"";TENENTEBARBANGU@GMAIL.COM;"";"";Bares e outros estabelecimentos especializados em servir bebidas;;
54778103000106;1;"";02;20240417;00;"";"";20240417;9602501;"";AVENIDA;OLOF PALME;765;LOJA A;CAMORIM;22783119;RJ;6001;21;70753557;"";"";"";"";FENFEGOMES123@GMAIL.COM;"";"";Cabeleireiros;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
54778103000106;1;"";02;20240417;00;"";"";20240417;9602501;"";AVENIDA;OLOF PALME;765;LOJA A;CAMORIM;22783119;RJ;6001;21;70753557;"";"";"";"";FENFEGOMES123@GMAIL.COM;"";"";Cabeleireiros;;
54778288000159;1;"";02;20240417;00;"";"";20240417;5611203;"";ESTRADA;LUIS SOARES;653;"LOJA;LOJA;LOJA;LOJA";COMENDADOR SOARES;26280050;RJ;5869;21;26667590;"";"";"";"";VANDERLEIMOURA25CAP@GMAIL.COM;"";"";Lanchonetes;;
54778347000199;1;"";02;20240417;00;"";"";20240417;7319002;"";RUA;SENADOR NABUCO;284;CASA 13;VILA ISABEL;20551230;RJ;6001;21;86134036;"";"";"";"";CASSIO599@GMAIL.COM;"";"";Promoção de vendas;73;PUBLICIDADE E PESQUISA DE MERCADO
54778798000126;1;"";02;20240417;00;"";"";20240417;9602501;"";TRAVESSA;GURUPI;3;CASA 1;GUARATIBA;23035135;RJ;6001;21;0;"";"";"";"";RENATINHABR.2008@GMAIL.COM;"";"";Cabeleireiros;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
54778798000126;1;"";02;20240417;00;"";"";20240417;9602501;"";TRAVESSA;GURUPI;3;CASA 1;GUARATIBA;23035135;RJ;6001;21;0;"";"";"";"";RENATINHABR.2008@GMAIL.COM;"";"";Cabeleireiros;;
54779552000179;1;"";02;20240417;00;"";"";20240417;4930202;"";RUA;DA CITARA;50;"BLOCO 49;APT 208";REALENGO;21755420;RJ;6001;21;74042681;"";"";"";"";DIEGONASCIMENTO2807@GMAIL.COM;"";"";Transporte rodoviário de carga;;
54779765000109;1;"";02;20240417;00;"";"";20240417;8599699;8592999;AVENIDA;PRESIDENTE VARGAS;3515;APT 205;CIDADE NOVA;20210030;RJ;6001;21;85806820;"";"";"";"";BIA.DIGITALIZADORA@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
54779765000109;1;"";02;20240417;00;"";"";20240417;8599699;8592999;AVENIDA;PRESIDENTE VARGAS;3515;APT 205;CIDADE NOVA;20210030;RJ;6001;21;85806820;"";"";"";"";BIA.DIGITALIZADORA@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
54780047000144;1;"";02;20240417;00;"";"";20240417;4781400;"";RUA;RUA CANOR SIMOES COELHO;1090;CONJ;VILA SELMA;26900000;RJ;5857;24;81005763;"";"";"";"";PAULAMERI682@GMAIL.COM;"";"";Comércio varejista de artigos do vestuário e acessórios;47;COMÉRCIO VAREJISTA
54780368000149;1;"";02;20240417;00;"";"";20240417;4744099;"";TRAVESSA;EDUARDO DA SILVA VIANA;62;CONJ;POCO ESCURO (SANTO ALEIXO);25911312;RJ;5849;21;87620531;"";"";"";"";IANBORGES1@HOTMAIL.COM;"";"";Comércio varejista de materiais de construção em geral;47;COMÉRCIO VAREJISTA
54780368000149;1;"";02;20240417;00;"";"";20240417;4744099;"";TRAVESSA;EDUARDO DA SILVA VIANA;62;CONJ;POCO ESCURO (SANTO ALEIXO);25911312;RJ;5849;21;87620531;"";"";"";"";IANBORGES1@HOTMAIL.COM;"";"";- Comércio varejista de materiais de construção em geral;47;COMÉRCIO VAREJISTA
