CNPJ;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;NOME DA CIDADE NO EXTERIOR;PAIS;DATA DE INÍCIO ATIVIDADE;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICÍPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;DDD DO FAX;FAX;CORREIO ELETRÔNICO;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;DESCRIÇÃO;CÓD.SETOR;NOME SETOR
49830273000152;1;"";02;20230306;00;"";"";20230306;8299799;"";RUA;ANGELO AGOSTINI;25;APT 706;TIJUCA;20521290;RJ;6001;21;99834112;"";"";"";"";BELEMSONIA@GMAIL.COM;"";"";- Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;82;SERVIÇOS DE ESCRITÓRIO
49830800000129;1;"";02;20230306;00;"";"";20230306;5620102;"";RUA;DOS GOYTACAZES - DE 609 A 1041 - LADO IMPAR;105;LOJA PIZZARIA;PARQUE TURF CLUB;28027232;RJ;5819;22;21310174;"";"";"";"";RIBEIROIAN521@GMAIL.COM;"";"";Serviços de alimentação para eventos e recepções - bufê;56;ALIMENTAÇÃO
49830810000164;1;"";02;20230306;00;"";"";20230306;4724500;0121101,4729699;RUA;SERGIO CAMARGO;50;APT 1305;JACAREPAGUA;22775052;RJ;6001;21;99682982;"";"";"";"";RAIRIBEIRO8@GMAIL.COM;"";"";Comércio varejista de hortifrutigranjeiros;47;COMÉRCIO VAREJISTA
49831301000156;1;"";02;20230306;00;"";"";20230306;4322302;1096100,4520007,4520005,5611201;RUA;JOSE TIMOTEO CALDARA;812;CASA A;ITAMARATI;25710073;RJ;5877;24;98591734;"";"";"";"";HEBERTJOSEAVELAR@GMAIL.COM;"";"";Instalação e manutenção de sistemas centrais de ar condicionado;;
49831391000185;1;"";02;20230306;00;"";"";20230306;9602501;9602502;RUA;CABO FLEURY SILVA;146;CASA SOBRADO;COCOTA;21910270;RJ;6001;21;94167291;"";"";"";"";MARIAERIVALDARODRIGUES@GMAIL.COM;"";"";Cabeleireiros;96;OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
49831391000185;1;"";02;20230306;00;"";"";20230306;9602501;9602502;RUA;CABO FLEURY SILVA;146;CASA SOBRADO;COCOTA;21910270;RJ;6001;21;94167291;"";"";"";"";MARIAERIVALDARODRIGUES@GMAIL.COM;"";"";Cabeleireiros;;
49831871000146;1;"";02;20230307;00;"";"";20230307;8299707;"";RUA;CAIAPO;49;APT 201;ENGENHO NOVO;20710180;RJ;6001;21;22419333;"";"";"";"";LUCASBALTARTC@GMAIL.COM;"";"";Salas de acesso à Internet;82;SERVIÇOS DE ESCRITÓRIO
10222676007277;2;"";02;20230307;00;"";"";20230307;5611203;"";AVENIDA;DOM HELDER CAMARA;5332;      LUC SNSQE13A 1 PISO;CACHAMBI;20771004;RJ;6001;21;25367500;"";"";"";"";BFFC@BFFC.COM.BR;"";"";Lanchonetes;;
49832174000100;1;"";02;20230307;00;"";"";20230307;4929901;"";AVENIDA;CARIOCA - ATE 907 - LADO IMPAR;717;CONJ 907  LADO IMPAR;VILA ROSALI;25510161;RJ;5901;21;79493294;"";"";"";"";JUNIORJ.HINODE@GMAIL.COM;"";"";Transporte rodoviário coletivo de passageiros;;
49833989000103;1;"";02;20230307;00;"";"";20230307;8630503;8610101,8610102,8630501,8630502;AVENIDA;LUCIO COSTA;06700;      APT 1003;BARRA DA TIJUCA;22795900;RJ;6001;21;39008658;21;82857471;"";"";CONTATO@CONTADOC.COM.BR;"";"";Atividade médica ambulatorial restrita a consultas;86;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
