CNPJ;IDENTIFICADOR MATRIZ/FILIAL;NOME FANTASIA;SITUAÇÃO CADASTRAL;DATA SITUAÇÃO CADASTRAL;MOTIVO SITUAÇÃO CADASTRAL;NOME DA CIDADE NO EXTERIOR;PAIS;DATA DE INÍCIO ATIVIDADE;CNAE FISCAL PRINCIPAL;CNAE FISCAL SECUNDÁRIA;TIPO DE LOGRADOURO;LOGRADOURO;NÚMERO;COMPLEMENTO;BAIRRO;CEP;UF;MUNICÍPIO;DDD 1;TELEFONE 1;DDD 2;TELEFONE 2;DDD DO FAX;FAX;CORREIO ELETRÔNICO;SITUAÇÃO ESPECIAL;DATA DA SITUAÇÃO ESPECIAL;DESCRIÇÃO;CÓD.SETOR;NOME SETOR
57156501000189;1;"";02;20240904;00;"";"";20240904;8599699;"";AVENIDA;ASIA;S/N;QUADRA00C                 LOTE  003                 SALA  06;ALPHAVILLE R DAS OSTRAS;28898336;RJ;2921;21;95991727;"";"";"";"";MEUDEVERDECASARIODASOSTRAS@GMAIL.COM;"";"";Outras atividades de ensino não especificadas anteriormente;85;EDUCAÇÃO
57156555000144;1;"";02;20240904;00;"";"";20240904;8712300;9609208,4399103;RUA;SAO CARLOS;907;CASA 01;ESTACIO;20250054;RJ;6001;21;22457521;"";"";"";"";GS0999@GMAIL.COM;"";"";Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL
57156555000144;1;"";02;20240904;00;"";"";20240904;8712300;9609208,4399103;RUA;SAO CARLOS;907;CASA 01;ESTACIO;20250054;RJ;6001;21;22457521;"";"";"";"";GS0999@GMAIL.COM;"";"";Atividades de fornecimento de infraestrutura de apoio e assistência a paciente no domicílio;87;ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL
57156567000179;1;ICED SKINS;02;20240904;00;"";"";20240904;9329804;7490104;AVENIDA;MARIA TERESA PAL 19275;00075;      SAL 0303;CAMPO GRANDE;23050160;RJ;6001;21;96282524;"";"";"";"";ICEDSKINS1@GMAIL.COM;"";"";Exploração de jogos eletrônicos recreativos;93;ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
57157650000162;1;DUTRA INSPECOES;02;20240904;00;"";"";20240904;3314714;3311200,3314799,3321000,7119704,7119799,7120100;RUA;DA CONCEICAO;95;SALA  502;CENTRO;24020085;RJ;5865;21;81001280;"";"";"";"";THIAGOLDUTRA13@GMAIL.COM;"";"";Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo;33;MANUTENÇÃO
57158381000159;1;"";02;20240904;00;"";"";20240904;4761001;5811500,8219901,8599605,8599604,5813100,4785799,4923001,4930201,7420001;ESTRADA;DO GUANDU;899;"COND RECANTO DO SABIA;CASA LOTE 12 QD F";CAMPO GRANDE;23097200;RJ;6001;11;93945717;"";"";"";"";ALLANJAQUESS@GMAIL.COM;"";"";Comércio varejista de livros;47;COMÉRCIO VAREJISTA
57159340000187;1;"";02;20240904;00;"";"";20240904;5611201;5611203,9700500;RUA;ESTADO DO RIO;205;CONJ;AREIA BRANCA;26135150;RJ;2909;21;81973950;"";"";"";"";MAMAEDOJONATHAN@GMAIL.COM;"";"";Restaurantes e similares;56;ALIMENTAÇÃO
57159498000157;1;"";02;20240904;00;"";"";20240904;5612100;"";RUA;ANTONIO ALVES BELMONT;405;CASA 3;MARIA PAULA;24756320;RJ;5897;21;97669956;"";"";"";"";LEONARDOBARBOZA27@GMAIL.COM;"";"";Serviços ambulantes de alimentação;56;ALIMENTAÇÃO
57159692000132;1;"";02;20240904;00;"";"";20240904;5611203;5611204;RUA;COMENDADOR RODRIGUES ALVES;1186;LOJA;CENTRO;26540010;RJ;5863;21;26929245;"";"";"";"";WALLACESANT16@HOTMAIL.COM;"";"";Lanchonetes;;
57160080000160;1;"";02;20240904;00;"";"";20240904;4321500;4330403,4330404,1091101;RUA;DOS BOMBEIROS;00;LOTE 17 QUADRA 01;XAVANTES;26160020;RJ;2909;21;26618945;"";"";"";"";ETIENEACARTONADOS@HOTMAIL.COM;"";"";Instalação e manutenção elétrica;43;SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
